Date,Open,High,Low,Close,Adj Close,Volume
7/8/2017,281,283.451996,262.268005,273.175995,273.175995,81556500
7/9/2017,279.39801,281.712006,270.256012,278.855988,278.855988,58588000
7/10/2017,279.200012,309.783997,275.201996,308.929993,308.929993,116688000
7/13/2017,331.799988,358.997986,294.221985,299.411987,299.411987,194927000
7/14/2017,311.200012,318,286.200012,303.359985,303.359985,117090500
7/15/2017,308.600006,310,291.399994,309.201996,309.201996,81839000
7/16/2017,295.432007,306.34201,293.200012,300.127991,300.127991,71504000
7/17/2017,302.690002,307.502014,298,300.167999,300.167999,46650000
7/20/2017,303.802002,330,297.600006,328.600006,328.600006,85607000
7/21/2017,327.985992,335,311.600006,313.671997,313.671997,80786500
7/22/2017,319.799988,325.283997,312.399994,318.466003,318.466003,70805500
7/23/2017,335.790009,337.799988,296.153992,302.614014,302.614014,121642500
7/24/2017,283.201996,293,273.308014,283.399994,283.399994,96983000
7/27/2017,287,309.588013,282.600006,307.920013,307.920013,80243500
7/28/2017,300.799988,312.940002,294.884003,295.298004,295.298004,79043500
7/29/2017,300.200012,306.962006,297.399994,299.821991,299.821991,47134500
7/30/2017,297.600006,302.64801,294.200012,297.497986,297.497986,38105000
7/31/2017,303,303.410004,284.196014,286.152008,286.152008,61235000
8/3/2017,289.839996,301.962006,288.876007,297,297,44046500
8/4/2017,299.002014,305.481995,292.399994,297.399994,297.399994,42075000
8/5/2017,298.597992,299.967987,293.661987,297.003998,297.003998,24890000
8/6/2017,298.165985,303.462006,295.451996,297.915985,297.915985,29961500
8/7/2017,299.90799,299.950012,283.002014,290.541992,290.541992,44482000
8/10/2017,289.600006,291.5,277.167999,283.713989,283.713989,37611500
8/11/2017,279.200012,284,273,274.877991,274.877991,43129000
8/12/2017,294,317,287,310.951996,310.951996,109494000
8/13/2017,322.200012,330.235992,313.451996,324.200012,324.200012,102126500
8/14/2017,332.997986,333.76001,325.328003,330.141998,330.141998,62888000
8/17/2017,335.399994,369.171997,334.56601,367.127991,367.127991,101211500
8/18/2017,379.798004,384.779999,369.022003,377.417999,377.417999,82372500
8/19/2017,373,382.200012,368.242004,375.705994,375.705994,61026500
8/20/2017,372.135986,404.39801,371.411987,400.365997,400.365997,103059000
8/21/2017,408.951996,419.097992,405.01001,409.996002,409.996002,107448000
8/24/2017,425.256012,425.799988,385.503998,402.839996,402.839996,100318000
8/25/2017,394.977997,405.589996,393.600006,404.667999,404.667999,53294500
8/26/2017,412,433.200012,410.726013,430.634003,430.634003,71197000
8/27/2017,436.09201,459.119995,428.5,447.75,447.75,118465000
8/28/2017,459.023987,463.697998,437.303986,442.679993,442.679993,100406000
8/31/2017,444.609985,500.140015,440.109985,498.320007,498.320007,118374400
9/1/2017,502.140015,502.48999,470.51001,475.049988,475.049988,90119400
9/2/2017,478.98999,479.040009,405.119995,447.369995,447.369995,96176100
9/3/2017,407.230011,431.799988,402,407,407,87596100
9/4/2017,402.809998,428,372.019989,418.320007,418.320007,110321900
9/8/2017,356,368.73999,329.880005,330.209991,330.209991,115465700
9/9/2017,356.600006,369,341.51001,366.279999,366.279999,79465800
9/10/2017,386.209991,398.98999,360.559998,371.339996,371.339996,84930600
9/11/2017,381.940002,382.5,360.5,372.720001,372.720001,60717500
9/14/2017,380.950012,420,373.299988,419.619995,419.619995,83020600
9/15/2017,436.559998,461.940002,430.700012,449.76001,449.76001,97298200
9/16/2017,439.869995,457.790009,435.309998,441.76001,441.76001,72279300
9/17/2017,415.600006,437.790009,408,423.429993,423.429993,76779200
9/18/2017,447.940002,451,428.799988,442.149994,442.149994,86406800
9/21/2017,453.130005,455.679993,407.070007,449.390015,449.390015,109476800
9/22/2017,429.600006,437.76001,417.600006,424.230011,424.230011,79580800
9/23/2017,405.160004,412.149994,375.880005,380.359985,380.359985,95074200
9/24/2017,363.799988,399.5,351.299988,387.790009,387.790009,96561100
9/25/2017,393.470001,408.730011,391.299988,407.339996,407.339996,67208500
9/28/2017,424.619995,428.079987,415.549988,421.200012,421.200012,49719600
9/29/2017,416,428.5,411.600006,419.070007,419.070007,50219300
9/30/2017,421.320007,433.929993,420.470001,429.01001,429.01001,48145600
10/1/2017,440.76001,448.880005,434.420013,448.160004,448.160004,50741500
10/2/2017,421.390015,439.130005,415,415.089996,415.089996,71430000
10/5/2017,423.350006,433.640015,419.329987,425.679993,425.679993,44722800
10/6/2017,423.790009,428.779999,406.049988,413.980011,413.980011,49146300
10/7/2017,419.869995,429.899994,413.850006,425.299988,425.299988,43127700
10/8/2017,438.440002,439,425.299988,425.920013,425.920013,40421100
10/9/2017,430.130005,434.589996,426.459991,434,434,28925700
10/12/2017,442,448.73999,438.579987,442.299988,442.299988,38791100
10/13/2017,443.350006,448.890015,436.600006,446.649994,446.649994,34463700
10/14/2017,449.779999,465.899994,447.350006,461.299988,461.299988,48045400
10/15/2017,450.309998,456.570007,442.5,448.880005,448.880005,35672400
10/16/2017,454.440002,455.950012,438.850006,439.670013,439.670013,32775900
10/19/2017,446.23999,447,428.869995,430.829987,430.829987,36287800
10/20/2017,431.75,431.75,419.049988,421.940002,421.940002,31656300
10/21/2017,422.700012,432.950012,421.25,422.640015,422.640015,32370500
10/22/2017,441.920013,445.230011,424.51001,425.790009,425.790009,39993200
10/23/2017,421.839996,422.890015,407.380005,420.630005,420.630005,33717000
10/26/2017,411.630005,425.76001,410,420.279999,420.279999,28239200
10/27/2017,423.76001,430.5,420.100006,424.679993,424.679993,22686500
10/28/2017,416.480011,418.600006,406,406.019989,406.019989,25451400
10/29/2017,409.959991,418.059998,406.459991,410.829987,410.829987,22655300
10/30/2017,406.899994,407.589996,379.109985,388.040009,388.040009,42511300
11/2/2017,394,406.980011,392.299988,400.51001,400.51001,29021100
11/3/2017,409.730011,427.769989,406.690002,423.899994,423.899994,34351700
11/4/2017,430.619995,435.399994,417.100006,420.980011,420.980011,32143100
11/5/2017,428.299988,440,424,438.089996,438.089996,28414500
11/6/2017,436.100006,436.570007,424.279999,429.950012,429.950012,21706000
11/9/2017,439.5,452.5,421,421.26001,421.26001,34833000
11/10/2017,420.089996,420.089996,396.029999,410.359985,410.359985,30284200
11/11/2017,416.450012,418.700012,410.579987,417.130005,417.130005,17357700
11/12/2017,415.049988,423,409.519989,411.76001,411.76001,19855100
11/13/2017,410.850006,412.529999,401.660004,408.5,408.5,19771100
11/16/2017,408.929993,412.450012,404.089996,408.089996,408.089996,26838600
11/17/2017,460.170013,462,433.01001,441.609985,441.609985,61188300
11/18/2017,448.350006,496,443.5,486.640015,486.640015,78044000
11/19/2017,492,508.609985,487.570007,499.269989,499.269989,62475300
11/20/2017,497.98999,502.5,489.059998,489.609985,489.609985,32807300
11/23/2017,503.5,526,501.790009,521.849976,521.849976,50260300
11/24/2017,540.400024,559.98999,526.200012,555.380005,555.380005,53648500
11/25/2017,550.059998,574,545.369995,574,574,48930200
11/27/2017,581.159973,598.780029,578.450012,585.76001,585.76001,37561100
11/30/2017,602.210022,607.799988,554.51001,567.599976,567.599976,63003100
12/1/2017,597.590027,597.849976,572.049988,584.76001,584.76001,40382800
12/2/2017,556.440002,571.539978,541.210022,568.820007,568.820007,47775700
12/3/2017,590.02002,598.969971,582.429993,593.380005,593.380005,42552000
12/4/2017,591.01001,599.039978,585.5,599.039978,599.039978,29401300
12/5/2017,221,223.720001,219.160004,220.089996,219.363693,3246300
12/6/2017,221.020004,221.960007,219.029999,219.940002,219.214203,2397500
12/7/2017,220.589996,220.610001,218.190002,220.149994,219.423492,2661600
12/8/2017,220.550003,224.330002,220.220001,223.910004,223.171097,2233300
12/11/2017,222.509995,224.820007,222.039993,222.770004,222.034866,1599500
12/12/2017,221.399994,223.419998,221.259995,222.490005,221.755783,2294100
12/13/2017,221.740005,224.949997,221.229996,224.350006,223.60965,3059400
12/14/2017,225,226.970001,221.009995,221.25,220.519867,2811700
12/15/2017,223.75,223.75,220.630005,221.820007,221.087997,6293400
12/18/2017,222.600006,224.809998,222.190002,222.669998,221.935181,3194100
12/19/2017,222.990005,223.789993,220.850006,222.039993,221.307266,2340200
12/20/2017,223.110001,224.889999,221.729996,222.380005,221.646149,2633200
12/21/2017,223.119995,223.940002,221.369995,221.690002,220.95842,2955300
12/22/2017,222,222.350006,218.449997,220,219.274002,1959700
12/26/2017,219.089996,220.419998,219.089996,219.600006,218.87532,1482400
12/27/2017,219.979996,221.440002,219.25,220.419998,219.692612,1861900
12/28/2017,221.460007,222.789993,220.149994,222.770004,222.034866,1452600
12/29/2017,223.949997,223.949997,220.460007,220.460007,219.732483,2350200
1/2/2018,221.020004,222.449997,220,221.160004,220.430176,3485000
1/31/2018,242.839996,247,235.759995,236.779999,235.998627,5187400
2/1/2018,235.259995,237.820007,233.830002,235.220001,234.443771,4268300
2/2/2018,233,236.300003,231.190002,231.880005,231.114792,3959900
2/5/2018,230.789993,233.110001,208.479996,220.020004,219.29393,6290000
2/6/2018,212.199997,226.509995,210.210007,225.179993,224.43689,7064800
2/7/2018,222.330002,229.289993,221.509995,225.820007,225.074799,5589200
2/8/2018,225.330002,226.630005,216.259995,216.460007,215.745682,4902400
2/9/2018,218,223.279999,212.009995,220.960007,220.230835,6225300
2/12/2018,222.440002,228,222.149994,225.690002,224.945221,4912000
2/13/2018,223.149994,227.119995,222.389999,226.639999,225.89209,3536800
2/14/2018,224.949997,229.339996,223.919998,228.779999,228.025024,2878400
2/15/2018,229.270004,230,221.740005,226.020004,225.274139,4662700
2/16/2018,225.990005,230.550003,225.699997,229.369995,228.613068,3621700
2/20/2018,227.910004,228.75,225.610001,226.660004,225.912018,3172300
2/21/2018,226.149994,229.350006,225.110001,225.130005,224.38707,3371900
2/22/2018,226.300003,229.839996,225.080002,227.089996,226.340591,2767900
2/23/2018,227.899994,230.320007,225.910004,230.160004,229.400467,2393900
2/26/2018,231.639999,234.509995,229.699997,234.059998,233.287598,3307000
2/27/2018,234.399994,235.889999,232.440002,232.520004,231.752686,2899500
2/28/2018,234.419998,234.75,226.089996,226.160004,225.413666,4368600
3/1/2018,225.699997,229.289993,222.740005,224.449997,223.709305,3514600
3/2/2018,223.210007,225.820007,222.589996,225.190002,224.446869,2613600
3/5/2018,223.369995,229.429993,222.789993,228.380005,227.626343,2627300
3/6/2018,228.919998,229.149994,223.889999,226.179993,225.433594,2652800
3/7/2018,224.350006,227.820007,223.75,227.270004,226.520004,3242200
3/8/2018,227.929993,227.990005,223.919998,224.729996,224.729996,3500900
3/9/2018,226.110001,226.520004,222.5,225.429993,225.429993,4834600
3/12/2018,226.210007,227,222.770004,222.770004,222.770004,3117300
3/13/2018,223.529999,228.059998,223.160004,226.940002,226.940002,3343800
3/14/2018,227.130005,229.389999,225.020004,225.380005,225.380005,3048200
3/15/2018,225.830002,230.759995,225.660004,229.479996,229.479996,3330200
3/16/2018,229.660004,231.270004,227.75,227.860001,227.860001,5690300
3/19/2018,227.309998,227.970001,223.679993,225.050003,225.050003,3407300
3/20/2018,225.160004,227.600006,223.880005,226.779999,226.779999,3429100
3/21/2018,226.449997,227.440002,222.820007,222.820007,222.820007,3419800
3/22/2018,221.649994,221.660004,215.100006,215.210007,215.210007,5894800
3/23/2018,215.75,217.729996,212.5,212.550003,212.550003,5741200
3/26/2018,215.190002,219.410004,214.699997,219.070007,219.070007,3561300
3/27/2018,220.320007,221.949997,216.410004,217.960007,217.960007,3722100
3/28/2018,218.889999,219.910004,217.039993,218.5,218.5,3179500
3/29/2018,219.380005,223.350006,214,214,214,5529400
4/2/2018,218.460007,222.990005,214.630005,217.199997,217.199997,6220700
4/3/2018,220.339996,225.100006,219.690002,224.580002,224.580002,4652000
4/4/2018,220.690002,229.479996,220.419998,228.789993,228.789993,4670400
